照片,时间/s,X向力/N,Y向力/N,DIC导出文件,合并文件,点数,状态
000001.jpg,0.1020,0.000000,0.000000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000001.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000001_DIC全场—力.csv,10098,READY
000002.jpg,0.2025,19.335625,18.275625,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000002.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000002_DIC全场—力.csv,10098,READY
000003.jpg,0.3030,34.820000,34.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000003.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000003_DIC全场—力.csv,10098,READY
000004.jpg,0.4035,50.820000,49.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000004.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000004_DIC全场—力.csv,10098,READY
000005.jpg,0.5041,66.820000,65.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000005.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000005_DIC全场—力.csv,10098,READY
000006.jpg,0.6046,81.820000,79.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000006.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000006_DIC全场—力.csv,10098,READY
000007.jpg,0.7051,97.320000,94.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000007.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000007_DIC全场—力.csv,10098,READY
000008.jpg,0.8056,112.320000,110.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000008.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000008_DIC全场—力.csv,10098,READY
000009.jpg,0.9061,128.445000,125.447500,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000009.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000009_DIC全场—力.csv,10098,READY
000010.jpg,1.0066,144.820000,141.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000010.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000010_DIC全场—力.csv,10098,READY
000011.jpg,1.1072,159.320000,156.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000011.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000011_DIC全场—力.csv,10098,READY
000012.jpg,1.2077,173.820000,172.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000012.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000012_DIC全场—力.csv,10098,READY
000013.jpg,1.3082,189.320000,186.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000013.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000013_DIC全场—力.csv,10098,READY
000014.jpg,1.4087,204.320000,200.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000014.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000014_DIC全场—力.csv,10098,READY
000015.jpg,1.5092,219.320000,215.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000015.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000015_DIC全场—力.csv,10098,READY
000016.jpg,1.6097,233.820000,230.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000016.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000016_DIC全场—力.csv,10098,READY
000017.jpg,1.7103,251.320000,248.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000017.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000017_DIC全场—力.csv,10098,READY
000018.jpg,1.8108,265.820000,261.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000018.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000018_DIC全场—力.csv,10098,READY
000019.jpg,1.9113,280.820000,275.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000019.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000019_DIC全场—力.csv,10098,READY
000020.jpg,2.0118,295.320000,289.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000020.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000020_DIC全场—力.csv,10098,READY
000021.jpg,2.1123,309.820000,304.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000021.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000021_DIC全场—力.csv,10098,READY
000022.jpg,2.2128,324.320000,318.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000022.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000022_DIC全场—力.csv,10098,READY
000023.jpg,2.3133,338.820000,332.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000023.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000023_DIC全场—力.csv,10098,READY
000024.jpg,2.4139,354.468437,348.978750,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000024.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000024_DIC全场—力.csv,10098,READY
000025.jpg,2.5144,369.320000,362.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000025.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000025_DIC全场—力.csv,10098,READY
000026.jpg,2.6149,384.820000,376.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000026.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000026_DIC全场—力.csv,10098,READY
000027.jpg,2.7154,398.820000,390.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000027.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000027_DIC全场—力.csv,10098,READY
000028.jpg,2.8159,412.820000,404.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000028.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000028_DIC全场—力.csv,10098,READY
000029.jpg,2.9164,426.820000,418.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000029.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000029_DIC全场—力.csv,10098,READY
000030.jpg,3.0170,440.820000,432.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000030.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000030_DIC全场—力.csv,10098,READY
000031.jpg,3.1175,455.788750,446.463125,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000031.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000031_DIC全场—力.csv,10098,READY
000032.jpg,3.2180,470.820000,461.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000032.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000032_DIC全场—力.csv,10098,READY
000033.jpg,3.3185,484.820000,475.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000033.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000033_DIC全场—力.csv,10098,READY
000034.jpg,3.4190,498.820000,488.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000034.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000034_DIC全场—力.csv,10098,READY
000035.jpg,3.5195,513.320000,501.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000035.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000035_DIC全场—力.csv,10098,READY
000036.jpg,3.6200,527.820000,515.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000036.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000036_DIC全场—力.csv,10098,READY
000037.jpg,3.7206,540.820000,529.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000037.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000037_DIC全场—力.csv,10098,READY
000038.jpg,3.8211,554.898125,542.877187,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000038.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000038_DIC全场—力.csv,10098,READY
000039.jpg,3.9216,569.820000,557.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000039.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000039_DIC全场—力.csv,10098,READY
000040.jpg,4.0221,583.320000,570.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000040.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000040_DIC全场—力.csv,10098,READY
000041.jpg,4.1226,597.320000,583.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000041.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000041_DIC全场—力.csv,10098,READY
000042.jpg,4.2231,611.320000,596.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000042.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000042_DIC全场—力.csv,10098,READY
000043.jpg,4.3237,625.320000,610.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000043.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000043_DIC全场—力.csv,10098,READY
000044.jpg,4.4242,639.320000,623.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000044.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000044_DIC全场—力.csv,10098,READY
000045.jpg,4.5247,652.820000,637.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000045.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000045_DIC全场—力.csv,10098,READY
000046.jpg,4.6252,667.320000,651.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000046.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000046_DIC全场—力.csv,10098,READY
000047.jpg,4.7257,680.820000,664.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000047.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000047_DIC全场—力.csv,10098,READY
000048.jpg,4.8262,694.320000,677.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000048.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000048_DIC全场—力.csv,10098,READY
000049.jpg,4.9267,707.320000,690.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000049.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000049_DIC全场—力.csv,10098,READY
000050.jpg,5.0273,720.320000,703.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000050.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000050_DIC全场—力.csv,10098,READY
000051.jpg,5.1278,733.320000,715.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000051.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000051_DIC全场—力.csv,10098,READY
000052.jpg,5.2283,747.320000,728.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000052.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000052_DIC全场—力.csv,10098,READY
000053.jpg,5.3288,761.538750,743.072500,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000053.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000053_DIC全场—力.csv,10098,READY
000054.jpg,5.4293,775.820000,756.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000054.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000054_DIC全场—力.csv,10098,READY
000055.jpg,5.5298,787.820000,768.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000055.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000055_DIC全场—力.csv,10098,READY
000056.jpg,5.6304,801.320000,780.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000056.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000056_DIC全场—力.csv,10098,READY
000057.jpg,5.7309,813.320000,793.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000057.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000057_DIC全场—力.csv,10098,READY
000058.jpg,5.8314,825.820000,806.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000058.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000058_DIC全场—力.csv,10098,READY
000059.jpg,5.9319,838.820000,818.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000059.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000059_DIC全场—力.csv,10098,READY
000060.jpg,6.0324,852.452812,831.892812,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000060.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000060_DIC全场—力.csv,10098,READY
000061.jpg,6.1329,865.320000,844.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000061.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000061_DIC全场—力.csv,10098,READY
000062.jpg,6.2335,877.820000,856.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000062.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000062_DIC全场—力.csv,10098,READY
000063.jpg,6.3340,890.320000,870.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000063.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000063_DIC全场—力.csv,10098,READY
000064.jpg,6.4345,902.820000,881.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000064.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000064_DIC全场—力.csv,10098,READY
000065.jpg,6.5350,914.820000,893.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000065.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000065_DIC全场—力.csv,10098,READY
000066.jpg,6.6355,926.820000,905.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000066.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000066_DIC全场—力.csv,10098,READY
000067.jpg,6.7360,938.851250,918.291250,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000067.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000067_DIC全场—力.csv,10098,READY
000068.jpg,6.8365,951.320000,931.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000068.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000068_DIC全场—力.csv,10098,READY
000069.jpg,6.9371,963.320000,942.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000069.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000069_DIC全场—力.csv,10098,READY
000070.jpg,7.0376,975.320000,954.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000070.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000070_DIC全场—力.csv,10098,READY
000071.jpg,7.1381,986.820000,965.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000071.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000071_DIC全场—力.csv,10098,READY
000072.jpg,7.2386,999.320000,977.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000072.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000072_DIC全场—力.csv,10098,READY
000073.jpg,7.3391,1010.820000,988.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000073.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000073_DIC全场—力.csv,10098,READY
000074.jpg,7.4396,1021.320000,1001.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000074.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000074_DIC全场—力.csv,10098,READY
000075.jpg,7.5402,1032.820000,1013.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000075.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000075_DIC全场—力.csv,10098,READY
000076.jpg,7.6407,1044.820000,1025.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000076.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000076_DIC全场—力.csv,10098,READY
000077.jpg,7.7412,1055.820000,1036.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000077.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000077_DIC全场—力.csv,10098,READY
000078.jpg,7.8417,1066.820000,1047.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000078.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000078_DIC全场—力.csv,10098,READY
000079.jpg,7.9422,1077.320000,1058.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000079.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000079_DIC全场—力.csv,10098,READY
000080.jpg,8.0427,1088.820000,1069.760000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000080.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000080_DIC全场—力.csv,10098,READY
000081.jpg,8.1433,1099.320000,1080.260000,D:\2026.9.21_finally\_matchid_export\S16_XY_0.2\000081.jpg.csv,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S16_XY_0.2\merged\000081_DIC全场—力.csv,10098,READY
