照片,时间/s,X向力/N,Y向力/N,DIC导出文件,DIC数据来源,合并文件,点数,DAT原始点数,排除无效点数,状态
001392.jpg,139.6504,0.000000,1497.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001392.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001392_DIC全场—力.csv,6077,6079,2,READY
001400.jpg,140.4532,0.000000,1496.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001400.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001400_DIC全场—力.csv,6071,6073,2,READY
001408.jpg,141.2561,0.000000,1495.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001408.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001408_DIC全场—力.csv,6076,6078,2,READY
001416.jpg,142.0589,0.000000,1493.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001416.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001416_DIC全场—力.csv,6059,6061,2,READY
001424.jpg,142.8617,0.000000,1492.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001424.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001424_DIC全场—力.csv,6057,6059,2,READY
001432.jpg,143.6646,0.000000,1491.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001432.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001432_DIC全场—力.csv,6049,6051,2,READY
001440.jpg,144.4674,0.000000,1490.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001440.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001440_DIC全场—力.csv,6046,6048,2,READY
001448.jpg,145.2702,0.000000,1489.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001448.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001448_DIC全场—力.csv,6053,6055,2,READY
001456.jpg,146.0730,0.000000,1487.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001456.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001456_DIC全场—力.csv,6044,6046,2,READY
001464.jpg,146.8759,0.000000,1487.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001464.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001464_DIC全场—力.csv,6030,6032,2,READY
001472.jpg,147.6787,0.000000,1486.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001472.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001472_DIC全场—力.csv,6013,6015,2,READY
001480.jpg,148.4815,0.000000,1486.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001480.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001480_DIC全场—力.csv,6023,6025,2,READY
001488.jpg,149.2844,0.000000,1484.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001488.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001488_DIC全场—力.csv,6010,6012,2,READY
001496.jpg,150.0872,0.000000,1482.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001496.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001496_DIC全场—力.csv,6006,6008,2,READY
001504.jpg,150.8900,0.000000,1481.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001504.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001504_DIC全场—力.csv,6016,6018,2,READY
001512.jpg,151.6928,0.000000,1478.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001512.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001512_DIC全场—力.csv,6015,6017,2,READY
001520.jpg,152.4957,0.000000,1477.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001520.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001520_DIC全场—力.csv,5997,5999,2,READY
001528.jpg,153.2985,0.000000,1476.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001528.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001528_DIC全场—力.csv,5998,6000,2,READY
001536.jpg,154.1013,0.000000,1474.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001536.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001536_DIC全场—力.csv,5971,5973,2,READY
001544.jpg,154.9042,0.000000,1473.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001544.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001544_DIC全场—力.csv,5999,6001,2,READY
001552.jpg,155.7070,0.000000,1471.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001552.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001552_DIC全场—力.csv,5989,5991,2,READY
001560.jpg,156.5098,0.000000,1468.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001560.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001560_DIC全场—力.csv,5992,5994,2,READY
001568.jpg,157.3126,0.000000,1466.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001568.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001568_DIC全场—力.csv,5968,5970,2,READY
001576.jpg,158.1155,0.000000,1462.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001576.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001576_DIC全场—力.csv,5956,5958,2,READY
001584.jpg,158.9183,0.000000,1459.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001584.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001584_DIC全场—力.csv,5944,5946,2,READY
001592.jpg,159.7211,0.000000,1457.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001592.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001592_DIC全场—力.csv,5928,5930,2,READY
001600.jpg,160.5239,0.000000,1453.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001600.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001600_DIC全场—力.csv,5925,5927,2,READY
001608.jpg,161.3268,0.000000,1450.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001608.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001608_DIC全场—力.csv,5916,5918,2,READY
001616.jpg,162.1296,0.000000,1447.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001616.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001616_DIC全场—力.csv,5901,5903,2,READY
001624.jpg,162.9324,0.000000,1442.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001624.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001624_DIC全场—力.csv,5888,5890,2,READY
001632.jpg,163.7353,0.000000,1438.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001632.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001632_DIC全场—力.csv,5867,5869,2,READY
001640.jpg,164.5381,0.000000,1434.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001640.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001640_DIC全场—力.csv,5856,5858,2,READY
001648.jpg,165.3409,0.000000,1429.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001648.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001648_DIC全场—力.csv,5836,5838,2,READY
001656.jpg,166.1437,0.000000,1425.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001656.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001656_DIC全场—力.csv,5841,5843,2,READY
001664.jpg,166.9466,0.000000,1419.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001664.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001664_DIC全场—力.csv,5830,5832,2,READY
001672.jpg,167.7494,0.000000,1415.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001672.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001672_DIC全场—力.csv,5808,5810,2,READY
001680.jpg,168.5522,0.000000,1410.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001680.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001680_DIC全场—力.csv,5783,5785,2,READY
001688.jpg,169.3551,0.000000,1404.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001688.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001688_DIC全场—力.csv,5763,5765,2,READY
001696.jpg,170.1579,0.000000,1398.355556,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001696.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001696_DIC全场—力.csv,5742,5744,2,READY
001704.jpg,170.9607,0.000000,1392.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001704.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001704_DIC全场—力.csv,5724,5726,2,READY
001712.jpg,171.7635,0.000000,1385.800000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001712.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001712_DIC全场—力.csv,5715,5717,2,READY
001720.jpg,172.5664,0.000000,1380.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001720.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001720_DIC全场—力.csv,5675,5677,2,READY
001728.jpg,173.3692,0.000000,1373.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001728.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001728_DIC全场—力.csv,5683,5685,2,READY
001736.jpg,174.1720,0.000000,1367.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001736.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001736_DIC全场—力.csv,5666,5668,2,READY
001744.jpg,174.9749,0.000000,1362.370707,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001744.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001744_DIC全场—力.csv,5608,5610,2,READY
001752.jpg,175.7777,0.000000,1355.956566,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001752.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001752_DIC全场—力.csv,5618,5620,2,READY
001760.jpg,176.5805,0.000000,1350.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001760.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001760_DIC全场—力.csv,5608,5610,2,READY
001768.jpg,177.3833,0.000000,1343.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001768.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001768_DIC全场—力.csv,5618,5620,2,READY
001776.jpg,178.1862,0.000000,1332.214141,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001776.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001776_DIC全场—力.csv,5581,5583,2,READY
001784.jpg,178.9890,0.000000,313.300000,D:\2026.9.21_finally\_matchid_export\S22_Y_0.2\001784.jpg.csv,DAT_RECONSTRUCTED,D:\2026.9.21_finally\Agents\PA12实验数据处理\MatchID_VFM准备\S22_Y_0.2\merged\001784_DIC全场—力.csv,5565,5567,2,READY
